ID,DateCreated,Gender,Marital,Faculty,Department,YearOfEmployment,AcademicRank,Campus,NumChildren,ChildAgeInterval,ChildSeeking,ChildNumberSeeking,How would you rate your current workload?,About how many hours do you work in a typical week?,How satisfied are you with the distribution of the teaching workload in your department?,How satisfied are you with your teaching schedule?,How satisfied are you with the qualifications of the students admitted to your departmental undergraduate programs?,How satisfied are you with the qualifications of the students admitted to your departmental graduate programs?,How satisfied are you with the number of students in the classes you teach?,How satisfied are you with the number of students admitted to your departmental graduate programs?,Have you served in any administrative position at UOB?,"If yes, in which of the following administrative positions have you served?","If you marked what applies in question 10, did you receive credit load release for your administrative service?",How often do you express your voice in decisions that impact your department or Faculty?,How often do you think you could share your views in meetings?,How satisfied are you in your interactions with your Faculty?s administration?,How satisfied are you in your interactions with your colleagues?,"When you are at work, how often do you feel your work is meaningful?","When you are at work, how often do you receive constructive feedback on your work performance?","When you are at work, how often do you work other than your primary duty?","When you are at work, how often do you do work that is not formally recognized by your department?","Are you satisfied with the ratios allocated by your Faculty to teaching, research and university service?",How satisfied are you with the climate in your department?,How overall are you satisfied with your work?,"When you are at work, how often do you feel you have the academic resources you need to do your job well?",How often do you express your voice in how departmental resources are distributed?,How satisfied are you with the teaching facilities at your Faculty?,How satisfied are you with UOB?s provision of educational technology?,How satisfied are you with the student laboratory space?,How satisfied are you with the student laboratory equipment and technology?,How satisfied are you with the Course Evaluation Survey (CES) as a course evaluation tool?,How satisfied are you with your office space?,How satisfied are you with the services and resources provided by the library?,"If you reside on the main campus, how satisfied are you with the housing accommodations?",How satisfied are you with the availability of on campus parking?,To what extent are you satisfied with the performance of the following administrative offices? -- Admissions,To what extent are you satisfied with the performance of the following administrative offices? -- Registrar,To what extent are you satisfied with the performance of the following administrative offices? -- Informational Technology,To what extent are you satisfied with the performance of the following administrative offices? -- Procurement,To what extent are you satisfied with the performance of the following administrative offices? -- Media and Communications,To what extent are you satisfied with the performance of the following administrative offices? -- Human Resources,To what extent are you satisfied with the performance of the following administrative offices? -- Comptroller Office,To what extent are you satisfied with the performance of the following administrative offices? -- Health Center Infirmary,To what extent are you satisfied with the performance of the following administrative offices? - office of Student Affairs,To what extent are you satisfied with the performance of the following administrative offices? -- Fitness Center,"When you are at work, how often do you feel you have the opportunities to learn and grow as a professional?",How often do you feel that UOB provides you with professional development opportunities?,"If you feel that UOB offers you professional development opportunities, with how many have you been provided in the past 3 academic years?",How often do you feel that your Faculty or Department clearly communicates the expectations for your career advancement?,Do you feel supported by your Faculty administration in your career growth?,How satisfied are you with the university policy and procedures for promotion?,Do you feel that the submission procedure for internal Research Grant Applications (RGAs) is clear?,Do you feel that the process of obtaining UOB research funding is transparent?,Do you think that UOB allocation of funds for research is sufficient?,Do you think the time allocated in your workload to conduct research is sufficient?,Do you think the physical resources/facilities to conduct research are adequate at UOB?,Do you feel valued and appreciated by your Faculty for your work?,Were you involved in the formulation of your Faculty Strategic Plan?,Are you a member of any Faculty Committee?,Are you aware of the accreditation initiatives at your Faculty?,Do you feel that your Faculty or Department does well in mentoring new faculty members?,Are you aware of your Faculty bylaws?,Do you feel treated fairly by your Faculty?,Do you feel treated with equity by your Department or Faculty?,Do you feel that you can express any complaint or grievance freely to your Faculty?,Are you satisfied with your social relationships with other faculty members?,Do you feel your UOB employment is secure?,How often do you feel that your Faculty or Department consistently informs you of important and new institutional policies?,How often do you feel that the University Senate conveys your voice to the university administration?,"Are you aware of UOB policies on research ethics, equity, diversity & inclusion, sexual harassment, ethical use of informational technology, and use of social media that are posted on the website?","If you answer by yes to question 59, do you feel that these policies are satisfactory?",How satisfied are you with your current academic rank?,How satisfied are you with the duration of your contract?,"In general, how satisfied are you with your pay?","In general, how satisfied are you with your benefits as an employee?",How satisfied are you with the benefits for health insurance?,How satisfied are you with the benefits for children schooling?,Do you use UOB?s transportation accommodations?,"If you reply by yes to question 67, how satisfied are you with UOB?s transportation system?",How likely are you to leave UOB in the next 12 months?," If you are likely to leave, to what extent have you considered the following reasons? -- Salary increase","If you are likely to leave, to what extent have you considered the following reasons? -- Opportunities for career advancement","If you are likely to leave, to what extent have you considered the following reasons? --Seeking better benefits","If you are likely to leave, to what extent have you considered the following reasons? -- Opportunity for a non-academic job","If you are likely to leave, to what extent have you considered the following reasons? -- Improvement of family employment situation","If you are likely to leave, to what extent have you considered the following reasons? -- Seeking a better work environment","If you are likely to leave, to what extent have you considered the following reasons? -- Planning for retirement","If you are likely to leave, to what extent have you considered the following reasons? -- Health issues","If you are likely to leave, to what extent have you considered the following reasons? -- Family Relocation","If you are likely to leave, to what extent have you considered the following reasons? -- Travel abroad","If you are likely to leave, to what extent have you considered the following reasons? -- Seeking an academic position at an institution of better reputation",To what extent would you stay at UOB if the following features are met? -- Salary Increase,To what extent would you stay at UOB if the following features are met? -- Salary pay in USD,To what extent would you stay at UOB if the following features are met? -- Increase in children? schooling fees,Provision of free medical insurance,To what extent would you stay at UOB if the following features are met? -- Better academic governance at Department/Faculty/university,To what extent would you stay at UOB if the following features are met? -- Timely university communications,To what extent would you stay at UOB if the following features are met? -- Provision of opportunities for career advancement,How satisfied are you at UOB?,Would you encourage current young faculty recruits to renew their contracts at UOB?,Would you enroll your children as students at UOB?,How satisfied are you with the academic qualifications of young faculty recruits at UOB?,Please use this space to share any thoughts about your experience as a faculty member at UOB.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,11/15/2025,Male,Married,Faculty of Arts and Sciences,Physical Education,2011-2015,Professor,Al Kurah,0,NA,No,NA,Just right,40-50 hours,Very satisfied,Very satisfied,Little satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Yes. Serving currently.,Yes,Very often,Very often,Very satisfied,Very satisfied,Department Chairperson,Very often,Sometimes,Sometimes,Sometimes,Somewhat satisfied,Very satisfied,Very satisfied,Extremely often,Extremely often,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Not at all satisfied,Somewhat satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,To a great extent,To a great extent,To some extent,To some extent,To a great extent,To some extent,To some extent,To a great extent,To a great extent,Not at all,Sometimes,Sometimes,1,Very often,Yes,Very satisfied,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely often,Sometimes,No,NA,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Not applicable,No,NA,Somewhat unlikely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,Somewhat satisfied,Yes,No,Very dissatisfied,"Although the University bylaws include clear procedures for demotion, these procedures are not being implemented. Moreover, there are no effective accountability measures in place for staff and faculty members who commit serious misconducts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,11/15/2025,Female,Married,Faculty of Arts and Sciences,Education,2022,Assistant Professor,Al Kurah,1,0?5,NA,NA,Much too heavy,40-50 hours,Somewhat satisfied,Very satisfied,Little satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Yes. Serving currently.,No,Very often,Very often,Very satisfied,Very satisfied,Academic Director,Very often,Sometimes,Never,NA,Very dissatisfied,Very satisfied,Somewhat satisfied,Very often,Sometimes,Little satisfied,Not at all satisfied,Somewhat satisfied,NA,Not at all satisfied,Very satisfied,Extremely satisfied,NA,Somewhat satisfied,To some extent,To some extent,To some extent,To some extent,Not at all,Not at all,Not at all,To a great extent,To a great extent,NA,Sometimes,Rarely,NA,Sometimes,No,Neither satisfied nor dissatisfied,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Rarely,Sometimes,Yes,Yes,Very satisfied,Somewhat satisfied,Not at all satisfied,Not at all satisfied,Somewhat dissatisfied,Very dissatisfied,No,NA,Very unlikely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat dissatisfied,Yes,Yes,Neither satisfied nor dissatisfied,"The biggest issue that has led to my feelings of dissatisfaction are the lack of communication from the upper administration. In addition, and connected obviously to the lack of communication, is the very low salary. It is completely inadequate compared to the amount of work I perform for UOB - and we have yet to be informed of if and when our salaries will be increased. Furthermore, there has been no expression of appreciation or encouragement regarding the fact that we are working at such a high level despite the fact that we are not being compensated appropriately. There is also a lack of progress in the development of our facilities - we have to almost beg the support staff to get projectors fixed. We should be able to walk into a classroom that is fully equipped and not have to pick up and drop off a remote that sometimes doesn't even work. Similarly, the ACs should be turned on in the mornings on hot days - we should not have to go searching for the remote.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,11/15/2025,Female,Married,Faculty of Medicine and Medical Sciences,Medicine,2022,Assistant Professor,Al Kurah,2,6?12,No,NA,Just right,10-20 hours,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Yes. Serving currently.,No,Very often,Very often,Very satisfied,Very satisfied,Academic Director,Very often,Very often,Sometimes,Rarely,Somewhat satisfied,Very satisfied,Somewhat satisfied,Extremely often,Very often,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Very satisfied,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,Very often,Sometimes,3,Very often,Yes,Somewhat satisfied,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Very often,Yes,Yes,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,No,NA,Neither,To some extent,To some extent,To some extent,Not at all,To some extent,Not at all,Not at all,Not at all,To some extent,Not at all,To some extent,To some extent,To some extent,To some extent,To some extent,To a great extent,To some extent,To a great extent,Somewhat satisfied,Yes,Yes,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,11/15/2025,Female,Married,Faculty of Business and Management,Business Administration,2024,Assistant Professor,Al Kurah,3,0?5,No,NA,Much too heavy,25-35 hours,Not at all satisfied,Not at all satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Never,NA,Rarely,Never,Not at all satisfied,Very satisfied,NA,Very often,Never,Sometimes,Very often,Very dissatisfied,Little satisfied,Somewhat dissatisfied,Sometimes,Never,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,NA,NA,NA,NA,NA,Not at all,NA,NA,NA,NA,Never,Never,NA,Rarely,NA,Somewhat dissatisfied,No,NA,NA,No,No,No,No,NA,NA,No,No,No,No,No,Yes,No,Rarely,Rarely,NA,NA,Very satisfied,Not at all satisfied,Not at all satisfied,Little satisfied,Not applicable,Not applicable,No,NA,Very likely,NA,NA,NA,NA,NA,To a great extent,NA,NA,NA,NA,To a great extent,NA,NA,NA,NA,To a great extent,NA,NA,Very dissatisfied,No,No,Very satisfied,"Very bad experience, unprofessional, dishonest, will send an email to the President explaining everything that is going on!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,11/16/2025,Male,Married,Faculty of Arts and Sciences,Biology,2006-2010,Professor,Al Kurah,2,6?12,No,NA,Too heavy,25-35 hours,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,Yes. Served prior to the past 5 academic years.,Yes,Sometimes,Very often,Very satisfied,Extremely satisfied,Department Chairperson,Very often,Very often,Rarely,Rarely,Neither satisfied nor dissatisfied,Very satisfied,Somewhat satisfied,Very often,Sometimes,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Very satisfied,Very satisfied,NA,Very satisfied,To some extent,To a great extent,To a great extent,To some extent,To some extent,To some extent,To some extent,To a great extent,To some extent,To a great extent,Very often,Sometimes,2,Sometimes,Yes,Somewhat satisfied,No,Yes,Yes,No,Yes,Yes,Yes,No,Non Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Very often,Yes,Yes,Very satisfied,Very satisfied,Somewhat satisfied,Little satisfied,Not applicable,Somewhat dissatisfied,No,NA,Very unlikely,To some extent,To a great extent,To some extent,Not at all,To some extent,Not at all,To some extent,Not at all,To some extent,Not at all,Not at all,To some extent,To some extent,To a great extent,To some extent,To some extent,To some extent,To some extent,Somewhat satisfied,Yes,Yes,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,11/17/2025,Male,Married,Issam Fares Faculty of Technology,Telecommunications & Networks,2011-2015,Associate Professor,Akkar,3,Mixed,Yes,2,Just right,25-35 hours,Very satisfied,Very satisfied,Little satisfied,NA,Somewhat satisfied,NA,Yes. Serving currently.,Yes,Very often,Very often,Very satisfied,Somewhat satisfied,Department Chairperson,Very often,Sometimes,Very often,Sometimes,Somewhat satisfied,Very satisfied,Somewhat satisfied,Sometimes,Very often,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,NA,Very satisfied,To a great extent,To a great extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,Sometimes,Sometimes,1,Very often,Yes,Somewhat satisfied,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very often,Sometimes,Yes,Yes,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,No,NA,Somewhat unlikely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To a great extent,To a great extent,To some extent,To some extent,To a great extent,To some extent,To a great extent,Somewhat satisfied,Yes,Yes,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,11/17/2025,Female,Married,Faculty of Arts and Sciences,Psychology - Clinical Psychology,2025,Lecturer,Al Kurah,2,Mixed,Yes,1,Much too heavy,40-50 hours,Not at all satisfied,Little satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Never,NA,Sometimes,Sometimes,Somewhat satisfied,Very satisfied,NA,Very often,Rarely,Very often,Rarely,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Rarely,Sometimes,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Not at all satisfied,Not at all satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,To a great extent,To a great extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,Rarely,Rarely,1,Sometimes,No,Very dissatisfied,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Rarely,Rarely,No,NA,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Somewhat dissatisfied,Very dissatisfied,No,NA,Neither,To a great extent,To a great extent,To a great extent,NA,To a great extent,To a great extent,NA,NA,NA,NA,NA,To a great extent,Not at all,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,Neither satisfied nor dissatisfied,NA,Yes,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,11/17/2025,Male,Married,Faculty of Arts and Sciences,History,2011-2015,Associate Professor,Al Kurah,2,13?18,No,NA,Too heavy,25-35 hours,Little satisfied,Little satisfied,NA,NA,Little satisfied,NA,Yes. Serving currently.,Yes,Very often,Very often,Extremely satisfied,Extremely satisfied,Department Chairperson,Very often,Sometimes,Sometimes,Sometimes,Somewhat dissatisfied,Extremely satisfied,Somewhat dissatisfied,Sometimes,Very often,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Very satisfied,Very satisfied,NA,Very satisfied,To some extent,To a great extent,To a great extent,To some extent,To some extent,To a great extent,Not at all,To a great extent,To a great extent,To some extent,Sometimes,Rarely,1,Sometimes,Yes,Somewhat dissatisfied,No,No,No,No,No,Yes,Yes,No,Non Applicable,No,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Very often,Yes,Yes,Somewhat satisfied,Not at all satisfied,Not at all satisfied,Not at all satisfied,Not applicable,Not applicable,Yes,Very dissatisfied,Very unlikely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To a great extent,To a great extent,To a great extent,To a great extent,Not at all,To a great extent,To a great extent,Somewhat dissatisfied,No,Yes,Somewhat dissatisfied,"Faculty members recruitment before 2019 was based on: Salary in UD dollars, almost full paid tuition for schools, excellent transportation from and to UOB, a pension plan and an indemnity program in US dollars. Now almost all these benefits are cancelled. Why should any qualified faculty member join UOB?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,11/17/2025,Female,Married,Faculty of Health Sciences,Public Health and Development Sciences,2011-2015,Associate Professor,Al Kurah,3,Mixed,No,NA,Just right,40-50 hours,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Never,NA,Sometimes,Very often,Very satisfied,Very satisfied,NA,Extremely often,Sometimes,Sometimes,Sometimes,Somewhat satisfied,Very satisfied,Very satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,11/17/2025,Male,Married,Faculty of Arts and Sciences,Computer Science,2023,Instructor,Souk El Ghareb,0,NA,No,NA,Too heavy,25-35 hours,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,NA,Somewhat satisfied,Never,No,Very often,Very often,Little satisfied,Very satisfied,NA,Extremely often,Rarely,Sometimes,Very often,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very often,Sometimes,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Extremely satisfied,Very satisfied,NA,Somewhat satisfied,To some extent,To some extent,To a great extent,To some extent,To a great extent,To a great extent,To a great extent,To some extent,To some extent,NA,Sometimes,Rarely,NA,Never,No,Very dissatisfied,No,No,No,No,No,Yes,NA,NA,No,No,NA,No,No,Yes,Yes,NA,Rarely,Rarely,NA,NA,Not at all satisfied,Very satisfied,Not at all satisfied,Not at all satisfied,Very dissatisfied,Not applicable,NA,NA,Somewhat likely,To a great extent,To a great extent,To a great extent,Not at all,To a great extent,Not at all,Not at all,Not at all,Not at all,Not at all,To some extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,Not at all,To some extent,Somewhat dissatisfied,No,NA,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,11/17/2025,Female,Married,Faculty of Arts and Sciences,Education,2011-2015,Assistant Professor,Al Kurah,2,13?18,No,NA,Too heavy,25-35 hours,Little satisfied,Little satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Little satisfied,Never,NA,Sometimes,Sometimes,Somewhat satisfied,Somewhat satisfied,NA,Extremely often,Rarely,Very often,Very often,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Very often,Sometimes,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Extremely satisfied,Somewhat satisfied,NA,Very satisfied,To some extent,Not at all,To some extent,To a great extent,Not at all,To a great extent,To a great extent,To a great extent,To a great extent,To some extent,Very often,Very often,2,Sometimes,Yes,Somewhat satisfied,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Rarely,Rarely,Yes,No,Little satisfied,Not at all satisfied,Little satisfied,NA,Not applicable,Very dissatisfied,No,NA,Somewhat unlikely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,Somewhat satisfied,Yes,Yes,Neither satisfied nor dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,11/17/2025,Female,Married,Faculty of Health Sciences,Nutritional Sciences - Nutrition and Dietetic,2022,Assistant Professor,Dekweneh,3,Mixed,No,NA,Just right,25-35 hours,Very satisfied,Very satisfied,Somewhat satisfied,NA,Very satisfied,Not at all satisfied,Yes. Serving currently.,Yes,Sometimes,Very often,Very satisfied,Very satisfied,Department Chairperson,Very often,Sometimes,Very often,Rarely,Somewhat dissatisfied,Very satisfied,Somewhat satisfied,Sometimes,Sometimes,Little satisfied,Little satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Very satisfied,NA,Somewhat satisfied,To a great extent,To a great extent,To a great extent,To some extent,To some extent,To some extent,To some extent,To a great extent,To a great extent,Not at all,Rarely,Sometimes,NA,Sometimes,Yes,Somewhat satisfied,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Very often,Very often,Yes,Yes,Very satisfied,Somewhat satisfied,Not at all satisfied,Little satisfied,Somewhat satisfied,Somewhat dissatisfied,No,NA,Very unlikely,To a great extent,To a great extent,To a great extent,Not at all,To some extent,Not at all,To a great extent,To a great extent,Not at all,Not at all,To some extent,To a great extent,To a great extent,To a great extent,To a great extent,To some extent,To some extent,To some extent,Somewhat satisfied,Yes,Yes,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,11/17/2025,Male,Married,Issam Fares Faculty of Technology,Mechatronics,2025,Assistant Professor,Al Kurah,1,19+,Yes,1,Just right,10-20 hours,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Never,NA,Sometimes,Rarely,Somewhat satisfied,Very satisfied,NA,Very often,Very often,Very often,Very often,Somewhat satisfied,Little satisfied,Somewhat satisfied,Sometimes,Rarely,Somewhat satisfied,Somewhat satisfied,Little satisfied,Little satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,To some extent,To a great extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,Sometimes,Sometimes,2,Rarely,No,Neither satisfied nor dissatisfied,Yes,Yes,No,No,No,No,Yes,Yes,Non Applicable,Yes,No,No,No,Yes,Yes,No,Sometimes,Sometimes,Yes,Yes,Somewhat satisfied,Little satisfied,Little satisfied,Little satisfied,Very satisfied,Somewhat dissatisfied,Yes,Somewhat dissatisfied,Somewhat unlikely,To a great extent,To a great extent,To a great extent,Not at all,To a great extent,To some extent,To a great extent,Not at all,Not at all,Not at all,To a great extent,To a great extent,To some extent,To a great extent,To a great extent,To some extent,To some extent,To a great extent,Somewhat satisfied,Yes,Yes,Somewhat dissatisfied,"I am hopeful that our university will be able to improve its administrative, academic and economic situation for the benefit of all.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,11/17/2025,Female,Married,Faculty of Health Sciences,Public Health and Development Sciences,2000-2005,Lecturer,Dekweneh,2,13?18,No,NA,NA,40-50 hours,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Never,NA,Very often,Very often,Very satisfied,Very satisfied,NA,Very often,Sometimes,Sometimes,Sometimes,Somewhat satisfied,Very satisfied,Somewhat satisfied,Very often,Very often,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Somewhat satisfied,Very satisfied,NA,Very satisfied,To a great extent,To a great extent,To a great extent,To some extent,To some extent,To some extent,To some extent,To some extent,To a great extent,To some extent,Very often,Sometimes,NA,Very often,Yes,Somewhat satisfied,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Very often,Very often,Yes,Yes,Somewhat satisfied,Somewhat satisfied,Not at all satisfied,Little satisfied,Somewhat satisfied,Very dissatisfied,No,NA,Somewhat unlikely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,Somewhat satisfied,NA,Yes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,11/17/2025,Female,Married,Issam Fares Faculty of Technology,Civil & Construction,2011-2015,Instructor,Akkar,3,Mixed,Yes,1,Just right,25-35 hours,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Little satisfied,Never,NA,Very often,Very often,Extremely satisfied,Extremely satisfied,NA,Very often,Extremely often,Very often,Very often,Very satisfied,Very satisfied,Very satisfied,Very often,Very often,Very satisfied,Extremely satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,NA,Very satisfied,To a great extent,To a great extent,To a great extent,To some extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To some extent,NA,Very often,NA,Very often,Yes,Somewhat satisfied,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Very often,Very often,Yes,Yes,Somewhat satisfied,Little satisfied,Little satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Yes,Very satisfied,Very unlikely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,Very satisfied,Yes,Yes,Very satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,11/17/2025,Male,Married,Faculty of Arts and Sciences,Computer Science,<2000,Associate Professor,Al Kurah,3,0?5,Yes,1,Too heavy,25-35 hours,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,NA,Very satisfied,NA,Yes. Served prior to the past 5 academic years.,Yes,Very often,Rarely,Somewhat satisfied,Very satisfied,Academic Director,Very often,Very often,Sometimes,Rarely,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Sometimes,Very often,Little satisfied,Little satisfied,Somewhat satisfied,Little satisfied,Little satisfied,Little satisfied,Very satisfied,NA,Very satisfied,To some extent,To a great extent,To a great extent,NA,Not at all,To some extent,To some extent,To some extent,Not at all,To some extent,Sometimes,Sometimes,More than 3,Sometimes,Yes,Neither satisfied nor dissatisfied,Yes,Yes,No,No,Yes,Yes,No,No,Non Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Rarely,No,NA,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Not at all satisfied,Very dissatisfied,Very dissatisfied,No,NA,Very unlikely,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,To a great extent,Somewhat dissatisfied,NA,Yes,Neither satisfied nor dissatisfied,"Some questions are not applicable with no NA possible answer. many questions are binary (yes or no) while there must be other answers. 

Most of the questions are mentioning the relationship between the faculty member and his/her department and/or Faculty. no questions about the relationship between the faculty member and the higher administration.

Questions are questioning our satisfaction/dissatisfaction without any serious attemot to know the reasons behind our answers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
